"Respondent","WebFrame1","WebFrame2","WebFrame3","WebFrame4","WebFrame5","WebFrame6","WebFrame7","WebFrame8","WebFrame9","WebFrame10","WebFrame11","WebFrame12"
9754,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9758,"jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9776,"ASP.NET","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
9783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9786,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9795,"Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9805,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9817,"Angular/Angular.js","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
9823,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9846,"Angular/Angular.js","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
9847,"ASP.NET","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
9848,"Angular/Angular.js","Flask","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA
9854,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9860,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9886,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9887,"Drupal","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
9890,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9916,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9935,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
9938,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9950,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9951,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9969,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9977,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9984,"Django","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9992,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
9997,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js"
10027,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10031,"React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,"Angular/Angular.js","ASP.NET","Express","Flask","React.js","Vue.js",NA,NA,NA,NA,NA,NA
10036,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10052,"Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10055,"React.js","Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
10057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10079,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10083,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10098,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10110,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10154,"Angular/Angular.js","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
10168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10179,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10212,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10222,"Angular/Angular.js","Express","jQuery","Laravel","Spring",NA,NA,NA,NA,NA,NA,NA
10224,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10244,"Express","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
10245,"Angular/Angular.js","ASP.NET","Django","Express","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA
10251,"Django","Express","jQuery","Laravel","Spring","Vue.js","Other(s):",NA,NA,NA,NA,NA
10256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10295,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10301,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325,"Angular/Angular.js","ASP.NET","Django","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js",NA
10342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10348,"Django","Flask","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA
10354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10365,"ASP.NET","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10371,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10376,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
10385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10391,"Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10393,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10394,"Drupal","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA
10407,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10409,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10424,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10438,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10442,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10445,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10463,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10466,"Django","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10471,"Angular/Angular.js","Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
10478,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10489,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10491,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10497,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10502,"Django","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10505,"jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10513,"Django","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
10522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10532,"ASP.NET","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
10542,"Django","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10545,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10550,"Angular/Angular.js","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
10551,"Angular/Angular.js","ASP.NET","Express","jQuery","React.js","Spring","Vue.js",NA,NA,NA,NA,NA
10556,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10565,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10572,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10612,"React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10633,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
10635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10641,"Flask","jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA
10643,"Angular/Angular.js","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10646,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10667,"Angular/Angular.js","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
10671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10699,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10701,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10710,"Angular/Angular.js","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
10736,"Angular/Angular.js","ASP.NET","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA
10747,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10757,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10762,"Angular/Angular.js","Django","Flask","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA
10769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10772,"Angular/Angular.js","ASP.NET","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
10773,"Angular/Angular.js","Django","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
10781,"ASP.NET","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
10795,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10821,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10828,"Express","React.js","Ruby on Rails","Spring","Vue.js","Other(s):",NA,NA,NA,NA,NA,NA
10836,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10845,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10878,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10881,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10888,"Angular/Angular.js","Ruby on Rails","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
10889,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10899,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10905,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10921,"ASP.NET","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10924,"Django","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
10934,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10940,"Angular/Angular.js","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10946,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10949,"ASP.NET","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10981,"Angular/Angular.js","Express","jQuery","Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA
10992,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10995,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11009,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11010,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,"Angular/Angular.js","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11052,"Angular/Angular.js","React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
11055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11058,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11063,"Django","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
11066,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11079,"Flask","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11085,"ASP.NET","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11088,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11097,"Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11106,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11116,"Angular/Angular.js","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11130,"Express","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11134,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
11137,"Angular/Angular.js","Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
11140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11143,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11146,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11151,"Angular/Angular.js","Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11153,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
11156,"jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11157,"Django","Express","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA
11181,"jQuery","Vue.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
11221,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11228,"Express","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11233,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11251,"Angular/Angular.js","Django","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
11253,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11257,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11259,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11284,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11285,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11288,"Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11293,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11296,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11301,"React.js","Ruby on Rails","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
11304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11312,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11323,"Angular/Angular.js","ASP.NET","Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA
11324,"Flask","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11333,"ASP.NET","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11340,"Flask","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
11350,"Flask","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA
11357,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11361,"Angular/Angular.js","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
11370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11374,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11378,"Angular/Angular.js","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
11382,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11386,"Angular/Angular.js","jQuery","React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
11390,"Express","Flask","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
11392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11394,"Express","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11395,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11430,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11438,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11439,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
11440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11443,"Django","Flask","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
11444,"Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
11447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11469,"jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
11473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11478,"Angular/Angular.js","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
11482,"Flask","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
11483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11511,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11533,"Angular/Angular.js","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
11547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11548,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js"
11551,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11556,"Flask","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11576,"Django","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA
11587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11621,"Django","Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11629,"Angular/Angular.js","Flask","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
11630,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11638,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
11647,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11652,"jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11653,"jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11665,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11668,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,"Angular/Angular.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11683,"Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
11687,"ASP.NET","Django","Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA
11695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11726,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11728,"Angular/Angular.js","Express","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA
11732,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11738,"ASP.NET","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11739,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11749,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11762,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11771,"Django","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11796,"ASP.NET","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
11808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11809,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
11811,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11822,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11830,"ASP.NET","Django","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
11832,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11836,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11837,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11838,"Angular/Angular.js","Django","Express","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
11849,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
11869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
